cust_id,credit_actual_dt,credit_mat_dt,credit_lmt,credit_term,to_credit_lmt,to_credit_term
jd_466a47ad8730a,-307,305,15625.0,611,15312.5,611.0
jd_449e667bc68ff,-282,3958,15000.0,4239,11785.714285714286,1629.7142857142858
15107002105_p,-113,3958,46250.0,4070,43028.846153846156,1400.5
z13825669362,54,305,19500.0,250,19500.0,250.0
jd_79acda21c4f52,-9,305,41250.0,313,41250.0,313.0
jd_4936f2cd78a2e,-288,305,6250.0,592,6250.0,592.0
jd_76455ee32e3e9,199,305,17500.0,105,17500.0,105.0
死亡制裁者,223,305,3750.0,81,3750.0,81.0
zl77858978,117,3958,11000.0,3840,11000.0,2013.5
jd_5d0d5a0c60413,320,3958,5000.0,3637,5000.0,3637.0
jd_49c4dd256bad2,-111,3958,16250.0,4068,16250.0,4068.0
jd_6a9d28beb15c2,-656,3958,32500.0,4613,32500.0,4091.1428571428573
赵丽荣765,-398,305,8750.0,702,8750.0,702.0
jd_7b38f8482a3dd,-38,305,8750.0,342,8750.0,342.0
jd_4eee9733a2cfe,-90,3958,16500.0,4047,13553.57142857143,1437.7142857142858
mkl164,-265,3958,23750.0,4222,23750.0,3004.3333333333335
jd_743c7fb58c664,-409,305,17500.0,713,17500.0,713.0
jd_42d58b96f48e3,74,3958,13750.0,3883,13750.0,2665.3333333333335
jd_mVYfYqvOXUWg,184,305,6125.0,120,6125.0,120.0
wdLlznyOnKNITv,109,305,25000.0,195,25000.0,195.0
ppman102,77,3958,16250.0,3880,16250.0,1444.6666666666667
wdmeKQoATWQpIw,-121,305,26250.0,425,26250.0,425.0
jd_4c6079ad06567,-390,305,40000.0,694,40000.0,694.0
袁梦竹0517,-317,3958,28125.0,4274,21507.352941176472,2340.0588235294117
s1250377931317094,-257,3958,37500.0,4214,37500.0,1169.8333333333333
jd_4683375ffba10,-263,3958,20000.0,4220,20000.0,3002.3333333333335
汪中明11,-962,3958,62500.0,4919,62500.0,4005.75
jd_615ae8d85b023,-308,305,31250.0,612,31250.0,612.0
zhanghao_123,-657,3958,37625.0,4614,31312.5,2787.5
jd_7c47a76a8d80f,-244,3958,8250.0,4201,8125.0,2374.5
15120835102_p,244,3958,7500.0,3713,7500.0,2495.3333333333335
jd_582831aba4d67,-128,3958,15000.0,4085,15000.0,2258.5
jd_458c9b05b8c5d,247,305,25000.0,57,25000.0,57.0
jd_55677b04242e3,251,3958,7500.0,3706,7500.0,1879.5
jd_55d1af12c4839,337,3958,3750.0,3620,3750.0,3620.0
jd_505472d5d5f87,87,3958,21250.0,3870,19250.0,3139.4
jd_57458ccc40c70,-96,3958,40750.0,4053,35416.666666666664,1617.6666666666667
jd_7eb03cc6da75d,-282,305,33750.0,586,33750.0,586.0
142523996-870129,-574,3958,39000.0,4531,29565.217391304348,2942.7391304347825
橘子洲头0508,-621,3958,58750.0,4578,58750.0,1436.42
jd_6c1a770dd94c7,107,3958,27625.0,3850,27625.0,2388.8
jd_58beadffc9e9c,-123,305,11250.0,427,11250.0,427.0
jd_5ae03df64092c,-857,3958,60000.0,4814,60000.0,2040.4259259259259
13923640402_p,-320,3958,33750.0,4277,19687.5,2450.5
jd_71c07ba0641bf,178,3958,11375.0,3779,11375.0,2561.3333333333335
黎意德,164,3958,5750.0,3793,5750.0,3793.0
jd_5c3fb804f1adc,281,3958,6750.0,3676,6750.0,3676.0
yyd15288483970,154,305,16250.0,150,15333.333333333334,150.0
wdNjHLwkhQjrFyN,-338,3958,18750.0,4295,18750.0,1163.857142857143
shaoboguo,241,3958,31250.0,3716,31250.0,2254.8
zhujinling1121,32,3958,37500.0,3925,37500.0,2707.3333333333335
jd_6b58c0f8b1a64,-325,3958,37500.0,4282,37500.0,3064.3333333333335
1986htg,34,3958,27500.0,3923,27500.0,2096.5
路人甲lxh7580636-,-557,3958,33750.0,4514,33750.0,2150.294117647059
18121581144_p,-306,3958,51250.0,4263,51250.0,2071.2
jd_5d24123d7f803,-529,3958,53250.0,4486,53214.28571428572,1702.7619047619048
jd_6e378ba385ecd,-756,3958,20000.0,4713,20000.0,2625.5714285714284
kykyk785,45,305,20000.0,259,20000.0,259.0
libingfeng2,-319,3958,37500.0,4276,37500.0,1619.2727272727273
zhousijie038,-664,3958,54375.0,4621,53333.333333333336,2185.6666666666665
墨墨枫叶,-301,305,15625.0,605,15625.0,605.0
jd_6352604a4705c,145,3958,4250.0,3812,4250.0,1376.6666666666667
jd_726005a983b81,-31,3958,17500.0,3988,17500.0,3988.0
jd_506fa7bef3e4b,245,3958,3750.0,3712,3750.0,1885.5
wdNwrPfHcIToVYc,-629,305,12500.0,933,12500.0,933.0
jd_6a84d7aeade4f,-302,3958,12500.0,4259,12500.0,4259.0
jd_7fd6e21783ab6,31,3958,25000.0,3926,25000.0,3926.0
beijihanxin,23,3958,8750.0,3934,8750.0,1277.2727272727273
jd_5637832ac93f2,-19,3958,25000.0,3976,22250.0,2149.5
jd_488dc7361feeb,-51,3958,26250.0,4008,19875.0,2181.5
jd_49f7c7adf14ac,28,3958,7500.0,3929,7500.0,3198.4
15631193917_p,-113,3958,22500.0,4070,21931.81818181818,2409.5454545454545
13751556889_p,-460,3958,23750.0,4417,21250.0,2955.8
jd_6282de3e2ed79,254,3958,4500.0,3703,4500.0,3703.0
jd_5645a5daef6e1,-17,305,13750.0,321,13750.0,321.0
jd_4e65422322a9a,152,3958,11125.0,3805,11125.0,3074.4
jd_bf75726a2aee9,205,3958,3750.0,3752,3750.0,1925.5
jd_64aa56b7fc1ca,-349,3958,25000.0,4306,23437.5,2479.5
wdPnDBjFiigSfj,32,3958,6250.0,3925,6250.0,2707.3333333333335
97beyond,-358,3958,43750.0,4315,40625.0,2488.5
jd_5b641149217db,-265,3958,59500.0,4222,59500.0,1786.6666666666667
jd_4b989f804e0ab,217,305,6250.0,87,6250.0,87.0
jd_5646fddafbce6,-207,3958,42500.0,4164,39083.333333333336,1241.6
prcguoqing,-459,3958,63625.0,4416,56781.25,1676.25
185724013-176982,-217,305,42500.0,521,42500.0,521.0
心碎了你知道吗,257,3958,6250.0,3700,6250.0,1264.6666666666667
lvtongtong465,-42,305,7500.0,346,7500.0,346.0
jd_62ce07225d336,329,3958,10000.0,3628,10000.0,3628.0
jd_58b066099d4a8,242,3958,5625.0,3715,5625.0,1888.5
lin387960005,-300,305,33750.0,604,33750.0,604.0
wdnSQAgzQjnQql,248,305,12500.0,56,12500.0,56.0
18675504947_p,26,3958,10000.0,3931,10000.0,2713.3333333333335
混元无极,-538,305,30000.0,842,30000.0,842.0
jd_4f750f91d8990,79,3958,29750.0,3878,29583.333333333332,1848.5555555555557
jd_40adff2f559fb,-285,305,8750.0,589,8750.0,589.0
jd_70438c7b4e724,-72,3958,33500.0,4029,33500.0,4029.0
jd_494cfb437fd44,-122,305,27500.0,426,27500.0,426.0
nick103,-34,3958,25875.0,3991,15468.75,1251.25
jd_7dda3e07bca8a,-325,305,26250.0,629,26250.0,629.0
17215311-78760582,-852,3958,36250.0,4809,36250.0,2251.9
jd_78f6172e99e7f,17,3958,35750.0,3940,34178.57142857143,1069.7857142857142
jd_6ec21b75e3b29,-947,305,49750.0,1251,35093.75,1251.0
jd_4c3fb7c0bccc3,-233,305,19250.0,537,16500.0,537.0
panqing1998,-865,3958,35000.0,4822,31875.0,2082.25
jd_5f6fd3da747fc,26,3958,30000.0,3931,22250.0,886.8333333333334
258532875_m,226,3958,27500.0,3731,27500.0,1904.5
jd_66126b86340c5,-332,3958,51250.0,4289,51250.0,3727.0
li230245,124,3958,15000.0,3833,15000.0,2006.5
jd_5653e52a29b4e,190,305,3750.0,114,3750.0,114.0
琪依依,-795,3958,80000.0,4752,80000.0,3838.75
季易铭,248,305,8750.0,56,8750.0,56.0
jd_56118ed8b1f1b,-138,305,8750.0,442,8750.0,442.0
tony20120121,-422,305,37250.0,726,36875.0,726.0
13844672931_p,-544,3958,61250.0,4501,61250.0,3039.8
15038566143_p,-80,305,8125.0,384,8125.0,384.0
jd_4bd5af5a4cd5b,-237,3958,45000.0,4194,33000.0,1271.6
jd_602b8ac828921,140,305,15125.0,164,15125.0,164.0
18914616827_pbw,-721,3958,41250.0,4678,39166.666666666664,1633.8333333333333
jd_6ff990cab8a65,210,3958,17500.0,3747,17500.0,824.6
jd_52c22c533f804,-239,3958,7500.0,4196,7500.0,3282.75
jd_457cd927b23c5,58,3958,8750.0,3899,8750.0,2437.8
鑫g艹百度,-172,3958,50000.0,4129,50000.0,2398.6315789473683
jd_544f926a2f7c3,78,3958,17500.0,3879,17500.0,3270.1666666666665
wdBwhtqzyXlbQJ,80,3958,36625.0,3877,35416.666666666664,2659.3333333333335
15172517715_p,-507,3958,42000.0,4464,41437.5,1724.25
jd_7bbc64f9915c6,261,3958,7500.0,3696,7500.0,1504.2
jd_573a35579e179,-38,305,62500.0,342,62500.0,342.0
b31504825,-412,305,18750.0,716,18750.0,716.0
jd_4d123a8f48585,212,3958,17500.0,3745,17500.0,2340.0
jd_555974e464dee,29,305,12500.0,275,12500.0,275.0
梦掏空的幻觉,-887,3958,51250.0,4844,51250.0,1596.888888888889
149926093-768253,-243,305,50000.0,547,50000.0,547.0
203434347-428165,57,3958,18750.0,3900,18750.0,855.8333333333334
jd_50a737ac2df7d,237,305,10000.0,67,10000.0,67.0
wdnLVxvKTDiPwO,115,305,15000.0,189,15000.0,189.0
jd_7249713d75337,246,3958,11250.0,3711,11250.0,1884.5
tqs18642005807,-537,3958,62500.0,4494,62500.0,1145.4166666666667
18970349760_p,-841,3958,62500.0,4798,62500.0,4798.0
jd_5350097b7187d,27,3958,30500.0,3930,22500.0,599.3235294117648
wdaBlocOGLhkwo,90,3958,34125.0,3867,20425.0,944.6
jd_526bfea48b7f6,13,305,13500.0,291,13500.0,291.0
13122588288_p,-756,3958,58750.0,4713,58750.0,2886.5
小商贩008,-627,3958,38750.0,4584,38750.0,1212.0
李长材,-546,3958,37500.0,4503,35937.5,3589.75
18679421093_p,-402,305,48750.0,706,48750.0,706.0
tuzhongshe_m,-572,305,28750.0,876,28750.0,876.0
wdNmWiuAPTNeVwS,-262,3958,8750.0,4219,8750.0,1783.6666666666667
yun00520,-682,3958,51250.0,4639,51250.0,4639.0
142703676-268879,-429,305,16250.0,733,16250.0,733.0
sby1819,-1,305,33750.0,305,28125.0,305.0
jd_55a28ca4d4f43,213,3958,5000.0,3744,5000.0,2282.8
jd_696b9390a1e67,-192,305,27500.0,496,27500.0,496.0
jd_40897a627c618,-56,3958,30625.0,4013,17125.0,1925.5714285714287
jd_6264be94b44bb,161,3958,9875.0,3796,8937.5,1969.5
jd_411542aeb229d,219,3958,13750.0,3738,13750.0,2520.3333333333335
jd_4b0e56d22b9a0,187,3958,10000.0,3770,9166.666666666666,1943.5
jd_5f7f2d3b50c98,239,3958,8750.0,3718,8750.0,2057.5454545454545
jd_73358aa024c21,-31,305,3125.0,335,3125.0,335.0
34112360-845658,-54,3958,5750.0,4011,5750.0,4011.0
jd_4968db0739d00,183,3958,11250.0,3774,11250.0,1947.5
jd_510248edb34e9,-309,305,18750.0,613,18750.0,613.0
jd_7a04037c6d87d,205,3958,3750.0,3752,3750.0,1925.5
jd_62c047dca769b,-64,3958,8750.0,4021,8750.0,2397.4444444444443
zq425413854,296,3958,3750.0,3661,3750.0,3661.0
13163384263_p,18,3958,9750.0,3939,9750.0,2112.5
190960930_m,-490,305,9375.0,794,9375.0,794.0
jd_46143504857a0,166,3958,7500.0,3791,7500.0,1355.6666666666667
jd_41a77c3efa99b,210,3958,6125.0,3747,6125.0,2623.0
jd_6e6c541e1860b,-413,305,33750.0,717,33750.0,717.0
jd_5b47d3eef4bc8,220,3958,11250.0,3737,11250.0,1910.5
zhang856020,-218,3958,37500.0,4175,35937.5,2348.5
jd_789844b5e4306,162,3958,5625.0,3795,5625.0,2881.75
jd_44111ddfd8e9d,102,3958,6125.0,3855,6125.0,3855.0
小寥寥,-586,3958,35000.0,4543,35000.0,3447.1
wdNYOzZedIFXPLZ,206,305,6125.0,98,6125.0,98.0
张杰19870916,-991,305,43750.0,1295,43750.0,1295.0
wdNGWzptFRgnCdj,189,3958,10000.0,3768,10000.0,2306.8
jd_557c3efba5a87,129,3958,30000.0,3828,30000.0,1088.25
562003140_m,-551,3958,66250.0,4508,66250.0,1666.7777777777778
jd_4da4253c7491e,176,3958,1750.0,3781,1750.0,1041.25
jd_48bb5fcb6630c,158,305,3000.0,146,2375.0,146.0
jd_5da69d37c1ff7,244,3958,5000.0,3713,5000.0,2495.3333333333335
jd_5b9f3eec931d1,82,305,6500.0,222,6500.0,222.0
jd_vWswGztwTlTA,227,3958,13750.0,3730,13750.0,1903.5
jd_517f015b07a23,-632,3958,13750.0,4589,13750.0,1498.0
13827116296_p,168,3958,7500.0,3789,5000.0,3789.0
jd_7af4f150a49c1,-463,3958,61250.0,4420,61250.0,1680.25
jd_6ae30a704dffe,191,3958,2750.0,3766,2750.0,1939.5
jd_6fb5e2ca8163b,-102,305,13750.0,406,13750.0,406.0
jd_5c255322135f0,179,3958,25000.0,3778,25000.0,733.8333333333334
jd_HCyglqDsFvts,171,305,6250.0,133,6250.0,133.0
游离333,-441,305,37500.0,745,37500.0,745.0
雅诗兰黛333,26,3958,18750.0,3931,16562.5,2104.5
jd_64a0a5d812dbf,-242,305,34125.0,546,27833.333333333332,546.0
晓seven,-480,3958,56250.0,4437,54017.857142857145,1827.7142857142858
jd_5f5066a099f10,-127,3958,15750.0,4084,14250.0,2866.3333333333335
jd_4cc481b630efa,112,305,10000.0,192,10000.0,192.0
jd_4c02cea318655,215,3958,15750.0,3742,15750.0,2280.8
jd_7c0708eff39c5,55,3958,7500.0,3902,7500.0,3380.1428571428573
jd_5370144dc006c,-229,3958,85000.0,4186,85000.0,1576.7142857142858
13751851267_p,-736,3958,52500.0,4693,52500.0,1851.7777777777778
jd_65bd3fe4fa16e,-209,3958,21125.0,4166,16642.85714285714,2078.5714285714284
jd_62784a66cc723,-328,3958,35000.0,4285,35000.0,3067.3333333333335
53093950-838900,-92,3958,17500.0,4049,17500.0,3005.285714285714
13646646615_p,203,3958,7250.0,3754,7250.0,1927.5
jd_500d7ad0f1bbb,-237,3958,32500.0,4194,22250.0,3463.4
jd_5f15166e308b6,65,3958,20375.0,3892,18437.5,1152.25
jd_468e2aafbcaf7,-307,3958,22750.0,4264,20125.0,2437.5
jd_70ec608d87de7,-705,3958,40750.0,4662,40500.0,2226.6666666666665
jd_68f8192f828e9,191,3958,12125.0,3766,11291.666666666666,1330.6666666666667
z小小胖,-431,305,43750.0,735,43750.0,735.0
jd_799f8f565b9ea,225,305,5000.0,79,5000.0,79.0
jd_75870ec65b3c4,-291,3958,12500.0,4248,12142.857142857143,1116.857142857143
381165032-608522,-170,3958,22375.0,4127,18913.46153846154,755.0
jd_6440379508a50,71,3958,6250.0,3886,6250.0,2842.285714285714
jd_793f6e66a2bbf,156,305,6125.0,148,6125.0,148.0
chichi1317156153,-247,3958,22500.0,4204,22500.0,2638.4285714285716
l329054068,-535,305,48750.0,839,48750.0,839.0
jd_45eea4ebf1e7f,-40,305,10000.0,344,10000.0,344.0
15866442639_p,-672,305,7500.0,976,7500.0,976.0
jd_6e567a5ba613f,305,3958,6250.0,3652,6250.0,3652.0
jd_4fd495aaceb95,-44,305,9750.0,348,9750.0,348.0
15005125373_p,-663,3958,28750.0,4620,28750.0,3250.125
wdusbYwpJvlFFF,-627,305,23750.0,931,23750.0,931.0
jd_62d1d0dc079b2,23,305,6250.0,281,6250.0,281.0
jd_4bb8ef527f0e0,159,3958,9000.0,3798,8000.0,1362.6666666666667
jd_45c9c080f87e2,41,3958,11250.0,3916,11250.0,3916.0
sevenday17,-941,3958,80000.0,4898,80000.0,3071.5
jd_75b25b06c2da7,5,3958,17625.0,3952,13458.333333333334,1110.7777777777778
jd_49de5875d04ab,-329,3958,112500.0,4286,112500.0,3068.3333333333335
whyitisso,185,3958,11000.0,3772,11000.0,1945.5
jd_40546dd1d57a3,-111,305,28750.0,415,17083.333333333332,415.0
jd_5ef65d2b2b342,-289,305,33750.0,593,33750.0,593.0
jd_4ac9bec984b9a,-40,3958,9750.0,3997,9750.0,1561.6666666666667
jd_4eccdd9b2b0d8,-107,3958,3750.0,4064,3750.0,4064.0
13570959889_p,-455,3958,25625.0,4412,23948.863636363636,1755.2727272727273
张杰2942,-277,3958,63750.0,4234,59166.666666666664,3016.3333333333335
15900615618_p,-422,305,42500.0,726,42500.0,726.0
jd_7a0fda690beed,-49,3958,17500.0,4006,17500.0,2788.3333333333335
惠东悦,-652,3958,48750.0,4609,48750.0,4152.375
猪仔哟,4,3958,19500.0,3953,19500.0,1761.2
jd_6dd914f39869c,-198,3958,15000.0,4155,15000.0,2328.5
zgf713a,177,305,26250.0,127,26250.0,127.0
jd_66b903a96f79b,-372,305,25000.0,676,25000.0,676.0
wdNxLzpovzGMiTv,-194,3958,8750.0,4151,8750.0,2861.705882352941
jd_472eb753d955d,-256,3958,20625.0,4213,20625.0,4213.0
jd_4829f909d00af,-69,3958,41250.0,4026,40961.53846153846,1497.0
snooze612,31,305,12500.0,273,12500.0,273.0
小灰灰0306,-363,3958,26250.0,4320,20000.0,1275.8333333333333
jd_42ff7e2deced9,-487,3958,43750.0,4444,43750.0,2160.875
jd_7a3c3c7fd94d8,-105,305,25000.0,409,25000.0,409.0
15521385590_p,-59,3958,43125.0,4016,43125.0,3650.7
jd_721ef45f5e7c9,201,3958,16875.0,3756,16875.0,2842.75
jd_56c15e68fefb6,-113,3958,18375.0,4070,18375.0,2852.3333333333335
jd_4e7001af3b287,144,305,9875.0,160,9875.0,160.0
jd_715d9b0892c6b,151,305,10000.0,153,10000.0,153.0
jd_62edc8857a939,-5,305,17500.0,309,17500.0,309.0
jd_66614ad37ef52,-30,305,13750.0,334,11583.333333333334,334.0
jd_58aafd229a61f,21,3958,13125.0,3936,11041.666666666666,1500.6666666666667
jd_43238a0c8ae97,221,305,10500.0,83,10500.0,83.0
jd_764afd328e855,-405,305,43750.0,709,43750.0,709.0
jd_6240f949a1028,-490,3958,50000.0,4447,47000.0,2437.85
jd_45d9b6b5ac900,-61,3958,21750.0,4018,20225.0,2922.1
jd_66777145e1aee,108,3958,8125.0,3849,8125.0,1109.25
jd_700f89a3cfc4d,298,3958,6250.0,3659,6250.0,3659.0
jd_564820d401bb2,249,3958,27500.0,3708,27500.0,1881.5
18366132176_p,-389,3958,33750.0,4346,29781.25,1149.625
jd_45069d6f4a8c0,-171,3958,49375.0,4128,48958.333333333336,1692.6666666666667
jd_6585b7ad20f86,248,305,5000.0,56,5000.0,56.0
jd_661a7c2511427,222,3958,6250.0,3735,4166.666666666667,3126.1666666666665
xiaoqiang6000,180,3958,20000.0,3777,11111.111111111111,1747.5555555555557
余忠武,232,305,7500.0,72,7500.0,72.0
Qweiweiqiang,75,3958,36750.0,3882,35600.0,3151.4
jd_482bf4562f647,156,3958,24750.0,3801,24750.0,2887.75
jd_44a5fa300a2c8,168,305,12500.0,136,12500.0,136.0
13528021442_p,-68,3958,62500.0,4025,58125.0,2563.8
jd_6dd8bd9815849,388,3958,5000.0,3569,5000.0,3569.0
jd_55afc15e4f71e,108,305,6125.0,196,6125.0,196.0
jd_5456bd381d176,-387,3958,57500.0,4344,57500.0,1604.25
abcd88299111,-308,3958,38750.0,4265,38750.0,3047.3333333333335
jd_43c6a1819d235,152,3958,11000.0,3805,10583.333333333334,2181.4444444444443
严辉祥,-558,3958,24375.0,4515,18958.333333333332,2079.6666666666665
13431936293_p,-893,3958,36250.0,4850,36250.0,2414.6666666666665
SRX丶,-961,3958,30000.0,4918,30000.0,3526.3809523809523
hzy880725,32,3958,19625.0,3925,14625.0,1002.6
pengguangyun1,-3,3958,25500.0,3960,23041.666666666668,2133.5
u_6aa6ddc0e8256,-85,3958,15000.0,4042,12916.666666666666,2012.5555555555557
puzenan1993321,132,3958,22750.0,3825,22166.666666666668,1389.6666666666667
jd_4b32fba6f7aaa,15,3958,25750.0,3942,19535.714285714286,1332.7142857142858
jd_57f7a33f610af,216,3958,13500.0,3741,13500.0,2523.3333333333335
jd_5872b282afbe2,-249,3958,42000.0,4206,31000.0,1364.7777777777778
石筱喆,-145,3958,15000.0,4102,15000.0,1818.875
wdbQnnULeGohrQ,-174,305,7500.0,478,7500.0,478.0
jd_4dc259a8f5436,-400,3958,37500.0,4357,37355.769230769234,1266.0
jd_4c73d323ed697,152,3958,3750.0,3805,3125.0,1065.25
jd_798d4fa1f8422,101,3958,6875.0,3856,6534.090909090909,2195.5454545454545
jd_7936688b6f421,-1037,3958,31875.0,4994,30546.875,3624.125
房顶看星星,-56,3958,18000.0,4013,15000.0,1455.9
15602248325_p,145,3958,10500.0,3812,10500.0,1376.6666666666667
lemonwait0306,-681,3958,72500.0,4638,72500.0,1228.5333333333333
jd_4518ab9a37e7e,-425,3958,26250.0,4382,26250.0,3164.3333333333335
jd_621ce445f1ba2,149,3958,6250.0,3808,6250.0,2590.3333333333335
jd_qtecHNhRvAmx,74,305,24000.0,230,24000.0,230.0
jd_645eeb8a04694,-557,3958,47500.0,4514,47500.0,2687.5
justyou观望,-680,3958,32500.0,4637,30236.842105263157,1560.7894736842106
13918534433_p,-7,305,32500.0,311,32500.0,311.0
385414262-14721985,-943,3958,39375.0,4900,37968.75,3986.75
jd_7d3342c57cd25,199,3958,7500.0,3758,6354.166666666667,2540.3333333333335
wdYMMHkthcmnBB,253,3958,5000.0,3704,5000.0,2486.3333333333335
adkald,42,3958,16625.0,3915,16625.0,718.625
jd_4dab8e1692fb6,260,3958,5000.0,3697,5000.0,2783.75
haiyyy,-795,3958,50000.0,4752,49166.666666666664,3534.3333333333335
wdBKNeBCitRObI,108,3958,16875.0,3849,13625.0,1413.6666666666667
18728380320_p,252,3958,10000.0,3705,9062.5,965.25
jd_6d425bbc44235,130,3958,7500.0,3827,7500.0,1739.5714285714287
jd_60cdc09061107,214,3958,8750.0,3743,8750.0,2829.75
wdNCpHyQdSbYIj,-799,305,82500.0,1103,82500.0,1103.0
jd_4c348008a301a,213,305,3375.0,91,3375.0,91.0
jd_7a78d27bd1ac9,230,3958,21250.0,3727,21250.0,3727.0
yc549504750,240,305,20000.0,64,20000.0,64.0
jd_5861afb6b94a5,230,3958,5000.0,3727,5000.0,1900.5
jd_40b2ed7406554,167,3958,7500.0,3790,7500.0,1963.5
jd_75ea6cb4995a7,-152,3958,31500.0,4109,28038.46153846154,2423.0
jd_6ca4a469dba74,84,3958,21750.0,3873,19890.625,2503.125
wdNMqwJCDvYXEsK,211,305,17500.0,93,17500.0,93.0
jd_59e2978c09e77,-79,3958,17875.0,4036,13375.0,1113.6
jd_705183c134d09,-79,305,6250.0,383,6250.0,383.0
wdBpglPkGYGsBr,158,3958,4500.0,3799,3500.0,754.8333333333334
jd_75f67fcb3cf9e,-32,3958,3750.0,3989,3750.0,3989.0
jd_5c0088b718536,222,305,13625.0,82,13625.0,82.0
jd_73f9f3fdf8255,-302,305,18125.0,606,17125.0,606.0
jd_4eec7d2fd2a90,349,3958,16250.0,3608,16250.0,3608.0
jd_5559b6a0027e9,-92,305,11250.0,396,11250.0,396.0
jd_6e965635ed048,-112,3958,7500.0,4069,7500.0,2242.5
18258779986_p,-535,305,33875.0,839,33875.0,839.0
jd_60468ebfa52b7,233,3958,7500.0,3724,7500.0,984.25
jd_6a9783d2559e4,-540,3958,28750.0,4497,28750.0,2670.5
jd_5bbb4cc2be1ad,186,3958,6125.0,3771,6125.0,1944.5
miemie205_m,-610,3958,60000.0,4567,60000.0,1875.3157894736842
jd_7f30facc5b383,221,305,21250.0,83,21250.0,83.0
13796622242_p,-618,305,57500.0,922,57500.0,922.0
q7894552,-311,305,21250.0,615,21250.0,615.0
jd_6f881d81253f4,-341,305,48750.0,645,39166.666666666664,645.0
jd_AopCgrhegNaM,106,305,11125.0,198,11125.0,198.0
jd_514257744994c,-55,3958,15750.0,4012,14250.0,2794.3333333333335
lijing5188,-561,305,58750.0,865,58750.0,865.0
jd_7ebc2d67e4858,179,3958,8750.0,3778,8750.0,1951.5
jd_74688cc0e22b6,-697,305,8750.0,1001,8750.0,1001.0
jd_51f73402d3623,-291,3958,17500.0,4248,14500.0,1325.6
zhou52yaonvli,-306,3958,31875.0,4263,31875.0,3701.0
jd_4657c3d0b31fb,110,3958,10500.0,3847,10000.0,1759.5714285714287
jd_755d699c04d1c,-386,305,25000.0,690,25000.0,690.0
jd_7c068abd0731f,-374,3958,45000.0,4331,35937.5,2504.5
vistadream,-405,305,22500.0,709,19375.0,709.0
jd_68731fa0fb271,-670,3958,37250.0,4627,33670.454545454544,1970.2727272727273
zhang365070477,-854,3958,21250.0,4811,21250.0,3593.3333333333335
jd_65416295e7ddd,218,305,5000.0,86,5000.0,86.0
jd_5647f611d356b,246,3958,8750.0,3711,8750.0,1884.5
jd_7420dbdfd83ca,11,3958,30000.0,3946,29303.571428571428,814.8571428571429
zhoudefan98,-527,3958,20000.0,4484,13750.0,2657.5
jd_4b09aacd59956,29,3958,22750.0,3928,20125.0,1492.6666666666667
36451376-69404806,366,3958,6250.0,3591,6250.0,3591.0
wdejDUMSerDSHD,-640,3958,33750.0,4597,33750.0,1987.7142857142858
jd_4bd43bd4f0177,97,305,11250.0,207,11250.0,207.0
wdbyqLZZNFArGd,216,305,27500.0,88,27500.0,88.0
15298696666_p,260,305,11250.0,44,11250.0,44.0
jd_77efbcef0d36d,-222,305,11250.0,526,11250.0,526.0
jd_4585388d41170,279,3958,11250.0,3678,11250.0,2764.75
18719391193_p,-43,3958,43750.0,4000,36250.0,1808.2
13821246755_p,93,305,10000.0,211,10000.0,211.0
zzyloli,-274,3958,20500.0,4231,20500.0,2607.4444444444443
jd_78d4d3727206f,343,3958,17500.0,3614,17500.0,3614.0
志青恋恋,-14,3958,18750.0,3971,16666.666666666668,1535.6666666666667
jd_597b37e6b95c3,-62,3958,18750.0,4019,18750.0,1409.7142857142858
1772094845_m,-61,3958,21250.0,4018,21250.0,886.8571428571429
jd_650ea16adb351,86,3958,10000.0,3871,10000.0,1131.25
15844356635_p,-55,3958,10000.0,4012,10000.0,2185.5
jd_6c1331bc141f4,-43,305,7500.0,347,7500.0,347.0
13861327076_p,-992,3958,30000.0,4949,30000.0,3731.3333333333335
jd_604bebc2c20c0,-31,305,23500.0,335,18437.5,335.0
jd_62eda0df026d6,349,3958,11250.0,3608,11250.0,3608.0
jd_5ffec017ec7bb,230,3958,5000.0,3727,5000.0,1900.5
jd_6e85c03022e50,-629,3958,8750.0,4586,8750.0,2759.5
wdpfYSzexopEIV,33,305,13750.0,271,7187.5,271.0
wdNNYUgEogUasjo,-44,305,11375.0,348,11375.0,348.0
jd_4b2a183b019e6,-923,305,37500.0,1227,36250.0,1227.0
wdIuOoIxyvEkAW,-670,3958,8750.0,4627,8750.0,2263.294117647059
jd_7f99ea054cf98,-171,3958,23750.0,4128,22968.75,1388.25
jd_481bfba7d6f78,107,305,3750.0,197,3750.0,197.0
jd_7c8465366f71f,183,3958,7250.0,3774,7250.0,2860.75
wdkMceaHBtFaUq,262,3958,27500.0,3695,27500.0,2781.75
13924500448_p,-548,3958,36250.0,4505,36250.0,2678.5
13699249638_p,-547,305,63750.0,851,63750.0,851.0
jd_6fea1e65a5515,249,3958,5000.0,3708,5000.0,2490.3333333333335
15503409629_p,78,3958,12500.0,3879,8895.833333333334,2052.5
103981197-188156,194,3958,11250.0,3763,11250.0,1675.5714285714287
174969885_m,122,3958,18750.0,3835,18750.0,2465.125
wdbpaUJRgPyhdz,195,3958,2500.0,3762,2500.0,1326.6666666666667
15008473770_p,137,305,15000.0,167,15000.0,167.0
jd_43c50e0bc2962,49,3958,24375.0,3908,21562.5,863.8333333333334
