cust_id,apply_amount,apply_dateDT
18021876326_p,10000.0,56
18031270606_p,46250.0,34
18115283799_p,15000.0,244
18212005027_p,7500.0,234
18228536274_p,5500.0,187
18250608187_p,33750.0,34
18260896789_p,25000.0,56
185724013-176982,42500.0,29
18576580007d,11000.0,147
18627103427,47500.0,120
18629242354_p,18750.0,31
18652799780_p,8750.0,222
18657215830_p,5000.0,119
18696118334_p,37500.0,34
18791906061_p,14875.0,36
188373405-880308,7000.0,36
18838279604_p,2500.0,188
18862903425_p,30000.0,222
18876601656_p,2500.0,308
18933549987_p,17500.0,36
18977215800_p,21250.0,242
1zero219,14250.0,260
23410475-158473,41250.0,212
2348388-28314424,73750.0,34
242989688-142689,12500.0,57
261777456_m,15000.0,32
3106562,75000.0,37
331740896_m,3750.0,41
356889906-565549,11250.0,119
43725845-18810662,43750.0,35
443674769_mxy,6250.0,39
523姜堰区戴志华,16500.0,263
598784543,18750.0,65
619864487_m,37500.0,117
635158487WAN,55000.0,119
66273006-151621,23750.0,29
71108902-198194,4386.25,88
766152534_m,12330.0,84
805544511,41250.0,119
812202974_m,3125.0,260
85173704-473054,27500.0,238
9441994519,12500.0,65
97474037-602393,21250.0,120
97beyond,37500.0,264
980432841_m,35000.0,212
Acquaintance丶Boy,10502.5,97
AmyChow069,41250.0,209
By514408389,33750.0,28
CAICM123,24000.0,66
Cloud冯,36500.0,212
Hey处男,8750.0,255
Lizeyushuyang,43750.0,31
L只是难过你来过,6250.0,30
Mr-袁107,15875.0,232
SFWQ123,11250.0,236
Strugglle,9750.0,238
SupermanLiu33,20000.0,33
WXYSXJ,10000.0,33
XIXI19971255,8398.75,68
ZWXLELE,12500.0,221
a1353277938,11250.0,32
a60195593,38750.0,34
a6083821,7500.0,162
ainne_cai,65000.0,212
aiouve,28750.0,28
asd348362825,13663.75,96
auokgewei,21250.0,33
bbaoguop,26250.0,39
beijihanxin,8750.0,237
bift,22500.0,56
bolin2007,31250.0,28
chencuizhu021,20625.0,241
chenenhao983,36875.0,210
chenwenzhen3230,20000.0,36
coojackcoo,15000.0,112
dajun77777,42500.0,163
davidjql,8883.75,74
diaohuan,63750.0,212
dj5566k,5875.0,34
erinwjn,20350.0,73
flytkc,18750.0,32
george_du,2500.0,166
ginogolf,15125.0,36
guohongda000007,7500.0,241
gwy570,19250.0,207
haojiubujian0,66250.0,209
huang15035744935,26250.0,208
huitiecheng,32500.0,184
hyy7008,42500.0,35
imeqq,68750.0,212
invincible_mhd,20000.0,38
jd_401ad4961bfac,6250.0,119
jd_4026e25861bd7,18750.0,137
jd_403bb12b09a55,12500.0,147
jd_405065aecc78e,6125.0,237
jd_405669f52aecb,18750.0,97
jd_405b5faf25679,56250.0,56
jd_405dc19765907,21250.0,117
jd_40745ad964af3,8000.0,238
jd_4097ff0554af5,6250.0,364
jd_40a54f57ce51d,6250.0,259
jd_40d3e07f8909a,14750.0,240
jd_414402988caf0,5000.0,251
jd_41f3dfcd4d8fa,6250.0,56
jd_41f7e8cc147c6,16000.0,56
jd_42185d9fbb4e0,7625.0,349
jd_4237500aaf4ef,17500.0,236
jd_423fde1682bb3,5000.0,245
jd_42601f1c8da73,5000.0,103
jd_42761a08f38f6,51250.0,35
jd_42fdb28232bd1,6125.0,238
jd_430cd18b48d18,13750.0,221
jd_4349e1983c2ba,50000.0,227
jd_434e4173e02d4,26750.0,212
jd_435466b1c153c,28750.0,119
jd_438c35650c2c9,8763.75,84
jd_438d30472550c,33250.0,210
jd_43e4310f5efb4,13750.0,37
jd_440177d42efb2,6250.0,179
jd_441edd4c86685,12500.0,28
jd_4434d0dd620a0,17500.0,224
jd_444172ccbd2df,35000.0,40
jd_445f292608c3b,3750.0,350
jd_449881ffa0e37,3750.0,244
jd_44be4bcd24acd,8750.0,231
jd_44e0de2113da8,52500.0,252
jd_44e8403e88351,16250.0,28
jd_44ea179993ae6,2537.5,90
jd_4567619bc1be9,8750.0,74
jd_458055fe5645d,11250.0,224
jd_45ed3f64f7ae4,25000.0,34
jd_45f5f17510cfa,5276.25,75
jd_46b5cca88f12a,5000.0,350
jd_46d2cb070257d,6250.0,368
jd_473baebd1edec,8750.0,39
jd_4749e4966165d,21250.0,29
jd_47565310d93cd,3750.0,242
jd_47d1a48de31c9,33750.0,33
jd_47d803423fa4d,13375.0,153
jd_47f31de17d439,8750.0,241
jd_481b9bac6b736,6250.0,103
jd_482b41e8583ce,3125.0,72
jd_4854858fbcc17,21250.0,65
jd_488dc7361feeb,12500.0,116
jd_48d239e96c79e,1425.0,97
jd_49051ee50a4f3,13125.0,349
jd_4916f20f50f9d,17500.0,112
jd_491a16fefad68,10500.0,39
jd_494d454d4191a,5571.25,96
jd_4994f27ba7315,5000.0,213
jd_49cc3600d209e,37500.0,65
jd_49de5c1e4501d,4500.0,103
jd_49dfb2d9f00a1,15000.0,362
jd_49f7c7adf14ac,3750.0,243
jd_49f9fb8c91ffe,17500.0,119
jd_49ff2c8941b4d,878.75,88
jd_4a14a6c4a135f,11767.5,84
jd_4a35acbe2fe27,6125.0,238
jd_4a5ea070543cb,20000.0,40
jd_4ab5d97b38674,14250.0,33
jd_4afc449ab0dbd,3750.0,171
jd_4b0ad9f9fea03,36250.0,119
jd_4b0c9bde5f204,10170.0,89
jd_4b0db96fd0ff7,18750.0,230
jd_4b1709c1ad9fa,2500.0,74
jd_4b88f1a03cc3f,18750.0,230
jd_4b989f804e0ab,6250.0,218
jd_4bb3af23c3a46,14750.0,241
jd_4bfad0cab513b,7500.0,118
jd_4c0828545a8f8,10312.5,96
jd_4c12ce267ea3d,56875.0,227
jd_4c138e55d8594,10622.5,68
jd_4c15f0c5f05f8,10000.0,237
jd_4c1e7e2e964ad,43500.0,232
jd_4c26e887eb30a,42500.0,32
jd_4c2a7aa8ba9fe,18750.0,38
jd_4c6f12ae5f490,8750.0,71
jd_4d14caee89422,5000.0,217
jd_4d20978d854a4,11250.0,354
jd_4d63c4a313448,12375.0,192
jd_4d91703c95058,25000.0,34
jd_4dc785ed3d579,17151.25,83
jd_4df292d27145d,13861.25,87
jd_4e19f27aec1ac,7553.75,88
jd_4e28721e14535,3750.0,243
jd_4e30fc4fb60cf,7881.25,88
jd_4e42d0d6f94c9,3750.0,102
jd_4e60d1846700c,9625.0,39
jd_4e65422322a9a,6125.0,243
jd_4f2401762febc,26250.0,31
jd_4f6d304989e08,18750.0,33
jd_4f7258c219265,11301.25,96
jd_4f9bb17f21b04,6250.0,98
jd_4fe90f3295005,10000.0,100
jd_4ffb060b4f541,10000.0,250
jd_4ffcd8f544246,56500.0,209
jd_50678595c89e4,17875.0,56
jd_506fa7bef3e4b,3750.0,246
jd_50885d1e077e5,13500.0,237
jd_510c6f1a2bf18,3668.75,90
jd_514ffa2dcfd91,12500.0,127
jd_5173b23bade3b,6250.0,136
jd_51a30029925a4,27500.0,225
jd_51b6f7addbfc5,6125.0,215
jd_51e77d83dacd2,8750.0,251
jd_5205af0fcdc2c,10000.0,239
jd_521d61b7fc120,50000.0,29
jd_530086ab7703f,6250.0,127
jd_533e10417fee1,7250.0,237
jd_5360724b1da27,13750.0,60
jd_536cb4c68985d,13750.0,239
jd_5381b0eed96fd,21250.0,30
jd_53ababca3c2df,8750.0,222
jd_53c9e59a62d2d,3750.0,243
jd_5425895c27316,60000.0,35
jd_544d9a5211bf2,50000.0,29
jd_545742f11c3c6,6250.0,240
jd_5459d99ab47cd,25000.0,258
jd_5470ac47a4978,15000.0,232
jd_548fd40914c04,8297.5,70
jd_54a4cd53590a8,25000.0,35
jd_54b16a052c074,8750.0,65
jd_54b73dd9bef5b,5525.0,89
jd_54e9b7147a2b3,27500.0,56
jd_5500db700e69a,31250.0,28
jd_552d8d7c19565,7500.0,40
jd_5551a44007a6a,7000.0,241
jd_556f1d3147cf9,11250.0,251
jd_55708b4b5cd74,6000.0,88
jd_55b6fd6a63b06,6125.0,237
jd_55d8114786d2a,62500.0,230
jd_560100db1660e,13906.25,203
jd_561796bc471d9,2110.0,87
jd_561c5b4402dd8,17500.0,208
jd_5637832ac93f2,17500.0,39
jd_5645a5daef6e1,8750.0,28
jd_5646fddafbce6,13750.0,35
jd_56f5088da919b,6875.0,243
jd_56f9195de0e61,40000.0,37
jd_5704803b3c79a,7500.0,84
jd_570f344db2ee7,5000.0,103
jd_574b35ad30d1e,58750.0,41
jd_5753a8afbc42e,27500.0,202
jd_57cf147a70885,2250.0,245
jd_57f9321ff2748,14500.0,117
jd_581f0a18efa64,9012.5,84
jd_58347aca49708,9308.75,69
jd_584820eabcfc9,11250.0,241
jd_5850ebb903cd4,40500.0,224
jd_58912e98a1dbe,6250.0,65
jd_58b066099d4a8,5625.0,243
jd_58db7d9575ffb,4875.0,243
jd_58dc5b237195d,10000.0,124
jd_58f3399c3967e,36250.0,28
jd_59073f4dd9ae9,13376.25,84
jd_59177b6419cbd,6250.0,69
jd_597067c218e45,3750.0,237
jd_597e6618eb6ca,8000.0,110
jd_5982247cefad6,12500.0,37
jd_598e70c42248a,10750.0,248
jd_59f534c8f75fa,7500.0,137
jd_5a1fb586ba35a,20000.0,249
jd_5a2ec9d21e25d,25000.0,41
jd_5a408c42c862d,10125.0,361
jd_5a44ae169882d,6125.0,244
jd_5a56c5d4ff7f8,23750.0,34
jd_5a8dfb11e8bf9,8750.0,116
jd_5a988fe93f644,15000.0,221
jd_5afed2a1fc7e2,16375.0,248
jd_5b09bccb6a3d4,16250.0,119
jd_5b641149217db,25000.0,29
jd_5b755fa8f1b82,7875.0,243
jd_5bb46758a3058,31250.0,33
jd_5bc86091d6f0b,15000.0,118
jd_5bf9d04f09b47,7500.0,33
jd_5bffb8865b0ff,27250.0,248
jd_5c2e86c22cfd7,3750.0,167
jd_5c68ed1a24f78,46250.0,34
jd_5c6e0eb4be4d1,31250.0,57
jd_5c8d91c30702e,1806.25,87
jd_5c91dbdcffdcd,6250.0,30
jd_5d02469bfde5d,6125.0,242
jd_5d0dc32ba8c12,22500.0,270
jd_5d1e8add07acc,7500.0,136
jd_5d35c4b776dbf,5000.0,74
jd_5d453951f35d8,21250.0,28
jd_5dbc7d584a32b,3262.5,98
jd_5dc09ad8ecff4,3750.0,238
jd_5dddd7e498cad,6250.0,246
jd_5e216c90002a8,23750.0,34
jd_5e6b00996babc,19500.0,221
jd_5e8e0540704ef,10000.0,208
jd_5ed5b28cfd459,15000.0,237
jd_5ee0162b28473,3750.0,253
jd_5ee6398cab82c,14500.0,241
jd_5f0f641e1b0c3,13750.0,36
jd_5f1f2702a5278,5000.0,103
jd_5f39955cca908,37500.0,38
jd_5f5c5243b4ccc,30000.0,37
jd_5fa3ea5009deb,31250.0,27
jd_5fa9d597a0edd,18750.0,173
jd_5fae4cc632257,2500.0,244
jd_5fb73655087e1,22500.0,238
jd_5fba0568c0662,15000.0,225
jd_5fdd9bf36cb51,8375.0,206
jd_5fdf34069951d,13750.0,208
jd_5fe6138aebdcc,12500.0,65
jd_60148eebff786,58750.0,41
jd_60178e12f4bb2,5000.0,356
jd_6038afcf8acb9,10000.0,112
jd_60440573b4b38,7500.0,248
jd_6064c2b6842a0,15000.0,119
jd_60c15904b2596,9120.0,90
jd_60f22702733dd,18750.0,57
jd_60fe1a8017f4c,6125.0,243
jd_6101cf0fa2613,90000.0,212
jd_6123937720864,22500.0,119
jd_613c3c58c5ac0,7500.0,322
jd_613cddff388ec,10000.0,36
jd_614f8d7b67ca9,32500.0,34
jd_6152f14414ab5,10000.0,241
jd_619af99b63a9b,46250.0,40
jd_61aabfdab9b36,27250.0,221
jd_61f830f17f651,6250.0,36
jd_62019e761e6b2,37500.0,32
jd_62141db7faff4,13750.0,201
jd_62340eefc82d8,6250.0,89
jd_625238c0fbd89,14000.0,118
jd_6282de3e2ed79,15000.0,262
jd_629681dd0138b,23750.0,117
jd_62ce07225d336,10000.0,330
jd_62e0e955f0cf2,43750.0,162
jd_63092eaacb05c,6250.0,196
jd_63095890841e6,5000.0,350
jd_630c8d36da002,5013.75,106
jd_63156ead42a71,3500.0,35
jd_6322e2c279566,25000.0,37
jd_63358a1420c3c,16250.0,40
jd_6352604a4705c,3000.0,237
jd_6353ca2a2bc54,16562.5,118
jd_638d63dd870a4,21875.0,294
jd_63c7644dce6ab,13750.0,220
jd_63eecd3cfe2da,13750.0,119
jd_642489555d219,10000.0,355
jd_6428d35eb509e,17500.0,241
jd_6430668212de9,5000.0,243
jd_6448bace6b2cb,11375.0,117
jd_648e063663c2b,5512.5,97
jd_64aa56b7fc1ca,5845.0,84
jd_65688fe27b65d,3750.0,35
jd_6598a61a60c48,12500.0,82
jd_65b0c32fd4bda,30000.0,32
jd_65c3935a614a7,11250.0,65
jd_65e7caf257b89,37500.0,40
jd_660a5634cb67a,9442.5,83
jd_6633112559863,6250.0,242
jd_6637d8d856315,27500.0,30
jd_665c8857fb141,8750.0,193
jd_6671b623cfa36,13750.0,253
jd_668ffb259f74a,15125.0,199
jd_66ad1b6b63dcb,10000.0,248
jd_66e343fb20a40,8750.0,237
jd_675259dbf064f,8750.0,361
jd_6788e5d02f0c6,8750.0,273
jd_67b0dd0358256,29875.0,210
jd_67bdc8222e3a3,22500.0,35
jd_67c0c0885d767,6250.0,105
jd_67c7622ef671d,28750.0,29
jd_67c99c3cf7426,11250.0,242
jd_67d085ff929ee,27250.0,210
jd_67d448c822796,23750.0,231
jd_67e7701ffba68,41250.0,120
jd_67fc72ab731b5,4637.5,97
jd_687a2b393f6c4,6250.0,194
jd_68b78badea62b,3125.0,237
jd_68c6b96d6741f,8762.5,96
jd_68cbdfdc65c33,22250.0,202
jd_68cdab06218b5,6250.0,260
jd_68dc4977df361,40000.0,210
jd_68fae818d137b,46250.0,29
jd_692215cb13e0a,3125.0,29
jd_6941cb7244334,11250.0,277
jd_69687ec7788db,6250.0,97
jd_69ba9ae81ff17,15000.0,34
jd_69df59eca8c5f,26250.0,210
jd_69e85961205bb,6250.0,36
jd_6a0c6609dcb2d,6125.0,243
jd_6a10d195e63a8,12500.0,28
jd_6a1dc08aa1695,21750.0,238
jd_6a3ea08af03f4,40000.0,37
jd_6a3f008987a43,5000.0,239
jd_6a3fff74290d0,7500.0,65
jd_6a6824e88fe38,56250.0,35
jd_6a84d7aeade4f,12500.0,101
jd_6aaf3a02dea7e,3375.0,104
jd_6ab2c5d6103d5,5000.0,95
jd_6ab64a75191a4,10000.0,208
jd_6ac0089bb83a7,7250.0,237
jd_6ac91daae016f,7500.0,241
jd_6aea7d5ecee83,7500.0,56
jd_6af1e4a332d88,10000.0,104
jd_6b5ca6e036cdd,36250.0,117
jd_6b7ee35312584,16375.0,230
jd_6b93f6b3c87a0,30000.0,117
jd_6c1a3d19953d9,13750.0,247
jd_6c32d007c3c4f,18375.0,56
jd_6c40e08f590ae,21250.0,33
jd_6c58280e8360f,4000.0,118
jd_6c6283f390376,10000.0,37
jd_6ca7e374fe6d1,27000.0,212
jd_6cf5de5784e9a,22500.0,34
jd_6cf826618dde5,19500.0,224
jd_6cfb27b79a728,6250.0,241
jd_6cfcc0d047c6c,28750.0,119
jd_6d1a9769f71af,12500.0,33
jd_6d3db184dd67a,10011.25,72
jd_6d773ca3e1222,7527.5,88
jd_6d8fdac35c3ec,10000.0,56
jd_6d9a03d300f5a,5000.0,248
jd_6dad9dd0fe81f,6125.0,243
jd_6de4966b08518,9501.25,83
jd_6e016782ff7a7,7500.0,237
jd_6e0e1ca1780cd,8625.0,237
jd_6e378ba385ecd,20000.0,240
jd_6e42f1a242577,40000.0,56
jd_6ebfded164511,6250.0,241
jd_6ecd240ddf2d0,14500.0,257
jd_6ed7ec4716fe9,43750.0,119
jd_6ee4622355236,7250.0,238
jd_6f25584cba68d,15750.0,124
jd_6f307ad35e381,7000.0,238
jd_6f365a6bcd978,43750.0,37
jd_6f4f04300e14a,51250.0,30
jd_6f6fe7403c8fb,13125.0,224
jd_6f9cacd2adff3,25000.0,65
jd_6fb7a25af0dbd,20000.0,245
jd_6fc8b0bda049c,15000.0,237
jd_7003e7de341b7,10268.75,88
jd_70131b9cabb54,7000.0,97
jd_704fc8025242c,13125.0,232
jd_706b610261b4a,2500.0,98
jd_706e4dd340478,25000.0,224
jd_706e8e5287348,18000.0,209
jd_70a6f6f07b045,5000.0,259
jd_70b0e49cf4b93,23387.5,89
jd_70cc4a4d1c530,6250.0,241
jd_70e135d74cc8d,27500.0,65
jd_70e22761ae4ff,36250.0,120
jd_7104aa4200f51,10000.0,101
jd_71185ab74a962,21250.0,30
jd_71661cd04e7bb,18750.0,117
jd_7230058ef8457,16250.0,184
jd_726005a983b81,17500.0,241
jd_72671da3e8d2d,19992.5,83
jd_72944cf04d452,23750.0,119
jd_72df632d1c55d,5000.0,117
jd_72feb00bc1fb6,18750.0,28
jd_730478a79ded7,15000.0,117
jd_732c6aa23f1c8,20625.0,242
jd_73367a6e41182,12875.0,221
jd_73446f46b5f38,16250.0,29
jd_734615b29ef24,51250.0,37
jd_734b2a8060c86,8750.0,260
jd_735c5b9286a90,7000.0,238
jd_737482dd68ec9,6250.0,36
jd_740135bc78099,42625.0,201
jd_741b3216b30d9,3750.0,301
jd_743b2dca56418,7500.0,181
jd_747180377a46a,2688.75,68
jd_747cfbbc13e74,8500.0,237
jd_748f3531ba958,3407.5,89
jd_74aba66d6b003,16250.0,29
jd_74b80833703ed,44500.0,207
jd_751f1856a8a76,19125.0,298
jd_7520346ae30d0,31250.0,117
jd_752f6a520cbde,8000.0,38
jd_75676a751f003,8750.0,56
jd_759e90973de0e,19500.0,251
jd_7613f78cbc396,3750.0,238
jd_7632e42e053d8,8750.0,241
jd_7636b7dc3cb93,10000.0,235
jd_767cfe8071bbb,7000.0,241
jd_7686954d1385b,23750.0,36
jd_76a248e2b7c23,13000.0,237
jd_76a24fab6837c,24921.25,96
jd_773ccebf21458,22500.0,235
jd_773f334ba3775,35000.0,208
jd_77bfb59a0778a,10000.0,350
jd_77f3d4993d00d,26250.0,118
jd_77fcbcf4198c9,41250.0,207
jd_785b988b4f425,48750.0,55
jd_7866e55d9bf49,7500.0,241
jd_787441371c395,45000.0,119
jd_7890802fbb79d,47500.0,209
jd_7891a0ec4b303,3750.0,242
jd_78b9156a5b992,25000.0,253
jd_78bfd30dc3bc3,16875.0,208
jd_78c35895847be,8750.0,253
jd_78e538102d001,5000.0,173
jd_79211ba4f3301,16221.25,203
jd_79ce8b652d2b9,7043.75,86
jd_79d711e3eeabb,10000.0,187
jd_79fdf673617ec,21250.0,33
jd_7a3633e26ae7e,13582.5,87
jd_7a3efeebc6544,6125.0,237
jd_7a4bd06b6e8d5,6250.0,35
jd_7a77bac48aa62,10000.0,105
jd_7acf73d33484c,27625.0,33
jd_7ad27468a2dac,11250.0,28
jd_7ae4d7078179d,7840.0,71
jd_7b80e110bf1cb,21000.0,241
jd_7b9f668ec1177,7500.0,238
jd_7c0957f4bc6fd,14895.0,96
jd_7c3f31819dae3,5000.0,113
jd_7c43ef51bd3a6,8750.0,260
jd_7c530bd9a0b15,47500.0,119
jd_7c83f4caa5bcb,8750.0,215
jd_7c87152cf949f,9701.25,83
jd_7c8a3c3de4542,6512.5,97
jd_7c93fef95e7fa,11250.0,37
jd_7cb3be5a7122d,30000.0,318
jd_7cf00d3155e41,17500.0,195
jd_7cf74e9719ae6,12500.0,40
jd_7d01ac7832ce0,6250.0,248
jd_7d0b893bed125,12500.0,38
jd_7d1852d3ba4d1,33750.0,57
jd_7d70a00a474e8,25000.0,117
jd_7d749ffd92253,10000.0,242
jd_7dfe512c4615a,7500.0,117
jd_7e0c033c98724,30000.0,41
jd_7e29e50706e9d,26250.0,221
jd_7e5629aeb2480,20000.0,34
jd_7e5f3d6c21ed5,41250.0,248
jd_7e81eaf5c83a3,16250.0,89
jd_7eaf92718a4a2,11000.0,102
jd_7ecd1d789b79d,12538.75,87
jd_7ecfe22b1f22a,40000.0,28
jd_7f334a542f368,4250.0,97
jd_7f56d175a5ebb,4585.0,89
jd_7f681bee8185f,10875.0,187
jd_7f6988a75653e,43750.0,34
jd_7f737936b2428,8750.0,237
jd_7f978d32337a0,57500.0,249
jd_7f9f595e143a3,6125.0,238
jd_7fd6e21783ab6,25000.0,36
jd_7fd7e10d0f2ff,37500.0,248
jd_BgveuLpDRIbx,6250.0,261
jd_EVCmUYEfVdIW,14375.0,97
jd_JEkGTdJkaHZs,14875.0,373
jd_TxsmUPihyeYM,3750.0,224
jd_bHUEOwImmOxT,3750.0,98
jd_bf75726a2aee9,3750.0,239
jd_qPuiwVTpzXma,8750.0,248
jenny小孟,6250.0,36
jessicaqll,26250.0,221
jiangyun134679,16595.0,89
jiangzhongyuan2007,63750.0,243
jiaoling888,18125.0,119
jing977,25000.0,33
jingyu618,6125.0,242
jiyuhong55_m,7500.0,272
joanna2266,17875.0,28
jxw666666,26250.0,56
kaith_yang,9625.0,222
kevin_liuzhen,46250.0,222
kevinsivery,25000.0,31
kongkong9969,13750.0,30
kykyk785,20000.0,236
ldldehao,15000.0,36
leeshine1234,36250.0,232
legend_xiao,33750.0,28
leikuo,18750.0,33
liaolucky,26250.0,38
libingfeng2,37500.0,33
lijiliang9988,32500.0,243
lindui2004,13185.0,95
liwen987516,25000.0,34
lixiaoling130603,35625.0,255
ll846498,8750.0,350
lr19831122,56250.0,119
luzone55,36250.0,35
lvtongtong465,6250.0,33
lyh15040161503,15750.0,248
madebear,35000.0,118
mai18807975661,22500.0,271
mopu826,6250.0,38
ntalkton,31250.0,118
ok0793,20000.0,116
prcguoqing,36250.0,41
q18212799775,4566.25,97
q18289371931,3750.0,239
qitutaopao,21250.0,39
quxueying123,33750.0,212
rueylins,33750.0,112
sanyue325,65000.0,230
shejiak,68750.0,212
shengxing561,19185.0,203
shinanhoho,18750.0,36
shiyang750,10000.0,222
ssr-99_m,3750.0,36
tb15238608992,13750.0,56
tonyamanda001,20625.0,254
u_4638228d5c763,30000.0,335
u_521c48929161b,25000.0,56
u_557b221d6f83d,67500.0,65
u_5f3e154de6eac,81250.0,28
vinlay,12250.0,33
w0lves,7500.0,115
wdELoKZcHgMOEP,10645.0,96
wdGWIYtlEjUKRS,7500.0,249
wdHSzIEpuVgdiN,15625.0,251
wdHglWYMoFglPV,17500.0,237
wdHoCiDLQUiYBe,6250.0,246
wdJGCgSpsBMoiz,71250.0,212
wdJRfVcNMwAOrk,18125.0,238
wdJThcCdzVETJE,12875.0,129
wdLMMywUWseOfA,10250.0,238
wdNBAyAzGJVThJV,6250.0,27
wdNBVMiQihAMCqb,12500.0,39
wdNHhiiJSxOrBRz,7625.0,206
wdNMZyNQffrska,16250.0,40
wdNOgVbJxFrOlNo,18750.0,35
wdNRbGJtgwolTkq,8750.0,242
wdNVHvfhxJejkom,625.0,103
wdNhZlRZLwVyrqg,7000.0,239
wdNhzkGaMIUGphm,27500.0,212
wdNiQMVUNqHkAOH,8750.0,38
wdNkSeYSoQGJken,11250.0,84
wdNtItmihbowoic,6250.0,65
wdNwrPfHcIToVYc,12500.0,117
wdNzQAoIDQXbwjR,21250.0,119
wdNzfxDWsVXFZIc,17500.0,119
wdOrbfawbYXYDC,15750.0,316
wdPATaaLNtIuNc,10000.0,39
wdPKolBkWrxbhr,13750.0,38
wdPawSokJuopTo,13750.0,224
wdPnDBjFiigSfj,6250.0,243
wdPvNCPJMRykfB,10375.0,226
wdSoHRheLVcSPK,11250.0,237
wdVgWZLPxgUpHJ,10000.0,242
wdYHJqmPPEFFwy,8750.0,40
wdZXmbVGsEZRuW,6250.0,36
wdZssPuIDIYYpe,6000.0,236
wdbTxnEdfnxejf,3750.0,243
wddyDweJcaeMeN,31250.0,255
wdfwpEtQGzlZmA,37500.0,65
wdhMfJyNEXFDoD,15000.0,56
wdkNZbjomVjcuk,10500.0,38
wdkzTqDsfytlrX,5000.0,257
wdnVhbpgeHaqgw,4387.5,78
wdndYCDJuGTbpv,16250.0,29
wdpVYmCPdGgjBE,16125.0,132
wdwAdaRnCNKOys,5000.0,317
wdweKxofZsPKGY,6250.0,237
wdyfcoLqLLINdI,21250.0,28
wdzptNUemEXczg,9307.5,87
wenxin116,18750.0,120
whl7775516,12500.0,33
withsn,55000.0,232
wly颖688,28750.0,65
woshilumeijiao,6250.0,119
wugui74520,18750.0,29
wuwtao,72500.0,119
www.893284_m,40000.0,118
x001002,8471.25,86
xt13480117703,46250.0,34
xu3001118,13750.0,36
xulongjia,48250.0,212
yangfan970582491,5000.0,95
yezi_11661,26340.0,83
yibei绿茶mm,7500.0,65
z03420123,12500.0,32
zhangshai,37500.0,37
zhaoyao53,2500.0,84
zhousijie038,51250.0,119
zhu82153164,31250.0,37
zx15183867701,14000.0,87
一切都会值得的,42500.0,119
一叶知秋-王,63750.0,33
一城不变,56250.0,29
七号同学0820,11250.0,222
不愿错过昭,7500.0,237
丽子轩,12500.0,34
伟哥就是雄壮,8750.0,236
佳晨艳阳123,25000.0,119
保德虎,43625.0,232
信ISPOWER,12250.0,36
刘梦佳123,27750.0,212
区域猎人020,7500.0,97
千年梦一回,17500.0,235
半空ban,5805.0,85
吉他手的灵魂,16250.0,224
吕航波,37500.0,34
吴保球,5250.0,82
周淋蔓,5000.0,248
哈喽201314,45000.0,238
墨墨枫叶,15625.0,32
夏天的冰淇林,25000.0,119
奈何辜负,26250.0,35
妲己在美始终是妃5,10500.0,30
小李855,31875.0,349
幽灵情觞,9625.0,201
张帆张帆张帆7,2500.0,217
张洁sunny,10375.0,252
彬彬20120608,12500.0,224
影子444,5000.0,238
心碎了你知道吗,17250.0,258
我要快快的,6250.0,232
折纸大湿,16250.0,222
按快门的猫,23255.0,88
文葱,17500.0,212
易荣辉qwe,7500.0,40
星柱子,11250.0,101
是你DE益达,5000.0,33
曲国辉,12500.0,239
曼陀罗452,16250.0,32
李勇0205,25000.0,29
李祖本,15000.0,220
杨捷锋,51250.0,34
果冻556665,14250.0,151
梁义娇,6250.0,239
梁冰冰0510,17500.0,117
淼淼03051017,9625.0,237
爱衣社wy123,23750.0,41
牛小铺,30000.0,119
王-WEIWEI,61250.0,212
王子展,10171.25,88
王紫珏辰,11250.0,39
甜蜜的草莓干,37500.0,120
秦晴983,2736.25,78
空城太空,15250.0,221
胡其炜,13125.0,181
胡娟HJ012,6250.0,65
自由人雪精灵,19250.0,237
艾冰青1314,7500.0,248
艾菲10086,26250.0,212
蔡李俊,50000.0,232
谢建键,4893.75,78
赵金娃,25000.0,238
路演哥,27500.0,101
酒后的坠落,21250.0,34
闵973421871,6125.0,243
阿博1994,52500.0,119
陆林蒙lemon,18750.0,238
陆枫123,37500.0,34
陈宏410,6750.0,96
陈小志215,6250.0,28
雨碎亦心碎,38750.0,35
韦加军weijiajun,17500.0,117
风满楼jym,12500.0,29
风雨下的小树苗,7118.75,96
饶智永,52500.0,232
黄金玲1990,23750.0,34
默注,20000.0,35
1135324812,17796.25,83
15383162800_p,18750.0,118
chenxu6703478,20500.0,120
jd_42c9898765a0e,42500.0,210
jd_44a30887e9fa7,16250.0,237
jd_566c80d545d2a,7908.75,78
jd_61356437f2523,10000.0,60
jd_62fcf89b409c9,32500.0,36
jd_6c5e2c5620d3c,10000.0,242
jd_6e4bc0df31ee5,7500.0,243
jd_6e6a0311f6190,12617.5,88
jd_7410f5f675d2b,26250.0,60
jd_76ff8c2c9e83a,6250.0,248
jd_7973d5bf6cc88,6125.0,212
jd_7a873fc6b5382,3750.0,137
jd_7fc7dded78ea6,6250.0,263
jd_eIzGLAKztXiY,8750.0,256
路子19950912,25000.0,33
13651663423_p,6803.75,70
1987lqs,12500.0,34
9714226-28321744,13750.0,29
a516728421,11250.0,156
jd_44770254de912,16250.0,116
jd_4800232934fad,14875.0,232
jd_4e0326683252b,3750.0,246
jd_506e63cd956c5,3125.0,237
jd_5979effcda6a0,7500.0,242
